GENE_000,GENE_001,GENE_002,GENE_003,GENE_004,GENE_005,GENE_006,GENE_007,GENE_008,GENE_009
4.838596561801851,5.900815660241369,6.274600568488857,5.076557294736324,4.755127560358201,2.945382326852886,5.721232920297198,3.8898338397979844,4.271277005386574,3.267459037473453
4.9529898727040615,4.415523482456032,6.745321403294826,3.091710262927931,5.575728075058029,5.586367744049509,6.336559717074374,4.461818142704302,3.53626467984098,3.3320056239098026
4.157589006778337,5.216508843414521,3.455885545366025,5.662336593700454,5.297004405801252,6.263634307199708,4.196260400093312,5.599692706645597,5.885916453929815,5.760325870111006
6.258672045481788,5.64198375228748,6.35637899673096,3.790705741524599,5.213109533739333,3.57952886428469,4.990942520054365,3.082228165514119,5.450448843059888,4.194662988309327
7.1192619379810544,3.5299239608971744,3.7300369666517783,5.09954770977617,3.475426985417476,6.92644362763059,4.275841900774086,7.319495083826896,5.918523362783335,5.175411245384105
6.5106940340086785,5.817150167154729,4.961969405316267,6.948541825724428,3.9515778920989715,5.073842704286463,5.3247279959676455,4.570938132615444,6.605081002052116,4.042951893966817
5.103294510646302,5.247572675607684,4.44921573568788,2.6376160877069634,5.8736226754955805,2.4586185752308722,5.172420707104783,5.24828111368663,6.377732543869877,4.75512842067353
4.794405940071096,2.9478434929323716,5.4713525569591335,5.7549099548182925,3.534215187260854,5.9151334530761375,5.685170178197232,3.482591681967138,4.157596873120296,4.541300090762351
5.079224540341302,4.26062811736557,5.218596562365633,3.8320650214874785,6.1725472414649305,6.437505310043063,4.978398531561988,3.908554651160748,5.240858900893546,5.124508686674727
3.024503584127931,5.942999885779754,3.9532079276937333,3.7700887515932835,5.588051763674713,7.746953042638983,6.419460290742082,3.1420258559441683,3.6783127628835635,7.0461616992109946
3.029830491212057,5.15380503165276,5.386022801676844,4.479081621981984,4.963105329665452,5.901182498175106,4.664746124594603,3.9624116289152242,6.138874932659476,2.875421420758581
3.903354301044684,4.791471741888777,7.036179167825891,6.399365368477053,4.334421829909097,4.551937155075502,5.445323851199081,3.7241742278132373,5.853681997804281,4.484759924580043
4.29362260653593,3.4410437593758174,4.897289404796241,6.558155054403658,5.532437678100367,4.017976004223218,5.354677718698235,2.85080429841069,5.805488129789478,4.073477524645556
3.915169558470934,5.636734239134583,3.8938785484961276,5.382895703641953,6.705673493131289,5.148255738465075,5.53372361992721,5.127942327686021,4.46884860289361,4.448194154684171
6.2473088060582995,4.849474902039982,4.746443680200468,5.7302061207480675,4.264848667543655,3.3328549740391806,4.1837046349421545,5.58312411769753,5.0241317255027305,3.096397999436995
6.020199124402298,5.004351328309069,4.639854256101263,4.812787495625822,4.909974900797495,6.042472295531169,5.220196567350611,3.1456604888459294,5.750915267013353,4.035266780611975
4.40687320101301,3.3567556113761743,6.483076342075417,3.545623628481405,5.870262725889665,5.275588235238993,3.087376171084883,4.627830310551038,2.9639025662306,5.17126204636983
5.843982384132905,3.8747016741669364,3.8167006451503234,4.356460272177148,4.888930380841614,4.266006548334616,5.233408628863226,3.1055112009232784,3.964706539698271,7.6008861510098
3.249626771913328,7.4592739602087335,7.992044380396788,4.562390179665443,4.962832117431576,4.436466320232363,5.2976081605677345,3.008059761955634,3.941594402740304,5.385663428563219
6.035037895865653,4.1024243366543205,2.050222309340948,4.886988224155307,3.960018729074866,3.052831113648682,5.2876132215249765,3.8429998492493267,5.106306320915812,4.050854449183538
