GENE_000,GENE_001,GENE_002,GENE_003,GENE_004,GENE_005,GENE_006,GENE_007,GENE_008,GENE_009
6.864931706821583,3.876195784886615,4.070807113665058,5.339717253090345,4.58043689249944,3.3255840693051084,4.722279430462181,6.697473404740408,5.29754974199097,5.445916436600557
4.854447117350477,3.450187264345873,4.167259195549087,4.954600629459995,4.095822758145962,6.396780416696875,7.198231485412521,5.808005319525816,3.6880771762687345,2.727551246672484
6.588553545699202,5.766374679069474,4.660385979433106,4.534152363136342,4.081209463375822,3.149737144166721,3.039142103333909,5.386881330396684,3.2618006476080508,5.048256948396528
5.8066231289247545,4.680853042152316,7.231913552597822,5.155529275290201,3.718284415763957,6.372795810956763,4.7021132268516075,5.781567820532228,4.339472012096551,6.6237911610423845
6.380630021636236,5.012479394407441,5.539866538102433,2.619847505173273,4.159866571459283,5.1970458112394216,6.393001710342745,4.619552956855832,4.383427852195168,4.855229366347524
6.512849026093624,3.709668537403732,6.472766509334922,2.7796247471330364,5.034519466460404,4.154978062693475,4.449550426799053,4.362352843314601,3.840992530176862,5.80041192145709
6.974639461403271,6.145168394167081,5.822732785346151,5.184492737219841,5.581170407125835,4.752252965291939,1.8444238939007036,5.5291535127810425,4.316110550573891,4.364465513376414
5.7659988875288075,5.386423576853016,3.40009640944047,6.306188863424333,5.092621015161686,4.639317258790489,4.956280080199176,5.563552256051493,5.187944795054828,5.601171911289187
4.234683359784686,7.095569955889264,5.534379011226264,4.353114186153374,5.744784205107597,5.295763625515741,5.4890366297826905,5.75478980268964,5.372164342300527,5.988369194925866
2.1980113529638423,3.7546126466360272,4.352829055109257,4.299618228355849,2.3452742322179665,6.49898074376657,4.99688934224308,7.789929833834105,4.963026942864789,3.9950035917709057
5.490027019850271,5.69584347655823,3.889860054709548,4.771979540833915,6.515294276462048,5.653753960101032,6.191658894067335,4.890772605071282,4.742272529484613,6.413332137083137
5.710195949483737,4.219676285905439,5.191627203813518,3.988716906387123,5.282230769597322,6.927262355584443,6.696689045372428,5.51334292514225,4.888944291357421,4.2874068565908185
5.589580815795875,4.702076865479595,5.561884454658812,2.6702183807675177,3.8377156346685206,4.508638845758745,6.209899514801094,6.059169685029852,4.418437283240822,1.9687997412073446
4.209919719532575,3.5571739428334945,6.378126290745328,4.67640346055178,5.777341840093522,7.495500302189628,5.095395983006699,5.219987652113116,6.279433493643561,4.267050919559268
5.2332394627833,6.735801031901544,4.488022219845402,5.559683261181296,4.738989900065379,5.727866697526148,6.436678275545213,3.8144584634678167,6.990534602351243,4.764392458055547
4.887524020331085,5.553519686748704,5.463889661641697,6.0903502345150065,4.030091599543672,7.371851876330901,3.3519415961079937,3.099782801012855,7.056534124250829,4.023184222716225
5.048025584406049,5.284491395581611,5.84776413420165,4.738457567758466,2.8328270305377745,5.963544353640136,4.595947518639157,5.415100443921186,6.890687021005729,5.786877511851305
4.168623040901907,6.937264928080741,5.5064737676567255,3.318799232743471,3.722184215448624,4.0779452546761705,4.5368924446213095,7.188604134035225,6.022726209612957,5.0100888608177705
4.842129822143489,5.255342756466834,2.0360564888856576,5.523306898116713,3.9559717316018537,4.3357450627136105,4.946648805452778,5.159097983515789,6.366777451556071,5.777867680111438
5.825959834384738,3.1490628066860724,6.020568634925894,6.80701743856609,4.26602309206725,6.436001035288614,5.33101158417088,5.563950093917153,4.903009988164978,3.486300295498276
