GENE_000,GENE_001,GENE_002,GENE_003,GENE_004,GENE_005,GENE_006,GENE_007,GENE_008,GENE_009
6.259402186525339,6.367151746024529,6.372405210017651,5.682249936552231,7.360101795792151,5.400409983112659,2.9677765469564825,4.871388775512743,5.857673653075043,6.335195925736774
5.35880922158986,4.475026249223693,3.0372872728442375,3.843070555709185,5.8558588344039535,6.611054465458279,4.125555779923306,6.7675098500890645,6.756141542905637,4.104751563451747
5.860109460236103,5.156106108381053,4.3194279079917255,6.302039314290865,5.220862691983902,5.194990660592145,6.456867832738398,6.254765452386319,3.9210545968585917,5.34195688706706
3.60094642452212,4.539165014766272,3.127361039237926,4.737508260044261,4.422747456091108,3.5124539246036566,4.008897338404404,4.071940682849183,6.320097824404366,3.289746528353719
4.4319105198837825,4.926324030600042,4.933872400060848,5.189517786499591,5.457757522827882,5.966550488350225,4.4680109885343775,4.86958296492852,5.336533960998549,3.2071896328495697
5.454858681463697,5.070880050961909,4.749059562163574,5.831348886744948,6.6917832669011625,5.6708859446158035,3.8440254966278777,3.4486528328911987,4.669802986637894,6.375272688038526
3.744123914716509,7.086230541812631,6.424692583693018,3.3991445893419208,5.039156833047924,3.5587779998065767,6.749144679210536,4.767624949463125,4.4492709628909175,2.7204497849884905
7.1939364368896515,6.391284338646059,5.983136600799875,4.622438970331135,4.286462961458511,6.0943421870134085,4.612107767253029,3.1581977623705537,6.075859811826947,4.470795898662045
6.8839503436388965,6.242234454129521,3.585823748487048,5.983645903864181,5.429785145893733,5.067245353366396,6.757602274428746,5.2640159199286085,6.413600456896192,5.404349154607729
5.613892770006209,3.2492573886415332,5.704239261274916,4.9757997968984515,3.687713715066108,4.732537696629539,3.4111504650433933,3.181474404754317,4.324268054328609,6.479928009805931
4.2377809194173865,4.606511854019001,7.665025318400431,7.15744552546842,5.138518675416733,5.445310733166835,5.199983354447964,6.785508540016159,6.96330005416628,3.1931677933223552
5.438988563399106,6.084215543165326,3.7569474859176477,4.553123293071851,5.359839186549886,5.2927820728548545,4.00315735577734,5.768904140019146,5.2610203811742675,5.39649959848506
5.990640015764219,2.070871572220829,4.573978853277562,4.834500135175944,5.386857063100466,6.919355973013872,4.2838731865457556,6.302311115507334,2.360462140805273,4.311330028354478
5.141366185190237,3.877049767577847,6.478769846063113,4.482297533028474,6.84822897025805,6.35034947496853,6.456683932937493,6.2565931695101975,5.406480146216079,6.798595276827211
5.157496680523511,3.6498081004109295,3.884070402591346,4.756598573183369,3.879616193791231,2.6811506529159965,5.5174677132058765,6.637474754799864,5.326975860264895,5.004690783941477
5.076445224849747,5.230447904458346,3.8704719231434286,5.961585059502967,3.889847393946293,6.01882988702782,2.497942823357201,5.192560639940494,4.489233962109313,5.645468372624254
5.607271146725996,5.891455277462591,4.2017365918463705,4.7758563284762845,6.426536521422425,5.188623346215261,4.6859788678911265,3.0177525356618564,3.3910691307950156,6.332884012020007
3.113102084525183,5.2742772046300805,7.419644890049199,5.722137190329831,4.844770847515154,4.896058739399862,4.83167664662112,4.771080069569295,3.657610380425738,4.133415733733008
4.737482081906674,4.435180022073372,6.049524015635779,6.736019596912445,7.215813498514146,4.563863248766122,6.954339380052021,5.665735278479121,4.867954823264436,4.03400030121146
6.426178588275085,4.680232149755413,3.788924521496374,5.081613284716658,6.014961353448369,5.688620934854306,3.088577821119115,4.555448055087194,4.991025674578303,4.667312720133436
