GENE_000,GENE_001,GENE_002,GENE_003,GENE_004,GENE_005,GENE_006,GENE_007,GENE_008,GENE_009
4.574031408311923,6.3379250961765505,5.931090461542274,4.188076654347696,7.0996261610240365,4.607019578251526,4.824623388115993,4.295143864200051,4.9570747581393135,4.35252201588767
4.979042437397091,4.864717730398638,2.7538704421379956,4.067532501737064,3.1692690423078176,6.0165859840017735,4.790918878938299,6.598268132692727,4.178515388373848,4.696309412669911
6.252643528385481,7.675289200703142,5.960868627171432,4.34985056416336,5.344406658990265,2.781060505122275,6.111946979376841,2.6259638487109602,7.134329418490342,3.7554261119680206
3.4060038407235878,4.308560742888029,6.099551220142661,5.06803819335102,5.411966597089367,6.3364806781752,4.284395412098149,4.870970774402263,5.119537135779044,6.633726957463352
6.685925487269891,4.049118004080877,5.561764253522396,4.78860879515729,6.265405557955788,5.972679920660731,5.327181794572847,5.676605265793458,4.509076014285394,3.948145043276371
5.613677974490239,4.919829892836986,7.298709335011363,5.282783324148924,5.550689029464909,2.9469920233467635,5.305501795090497,4.387314704013325,4.815098266692338,3.404628759069892
4.6443205332168285,3.3441290246699227,4.622439324893176,6.5903688277530215,6.234115348748201,4.816122099699853,4.58135631665985,6.24099940630316,4.4187693954951826,4.422127397653368
4.830695117935702,3.2805535443717995,3.464703472884631,5.291050535044422,6.590342322764168,3.7576054867876634,5.587771460290563,5.548170503744757,5.4988619777256496,3.7847686678396757
4.585862744514351,5.525164938785699,6.224520591978579,5.139336001598363,3.3928885400402313,3.3884596284506427,6.657380950668181,5.659565658863193,4.572129301310608,7.096511127057999
6.054254978975413,5.404354742826523,5.78448584428443,6.117868641774237,5.424570401043517,4.826794091099695,3.920552473768454,3.769100894414528,2.8348032278700246,5.489596407739046
4.902651023622814,6.355768441558322,6.074571089441187,4.932648392373185,4.867314250879643,4.09140061792655,4.777464149533337,3.448243931669352,5.6548704465310005,4.508223541120087
3.718647753210093,5.7867015196980995,6.998601684354331,3.988234582168597,6.101774843333743,5.504307541047715,7.172341292888115,4.172531513089303,4.038868874300261,5.2583348783746855
5.272405184898341,5.350186090712717,4.2091619923691095,3.9337517589022033,7.100802942926293,6.652475813909032,4.1182353525285444,5.256161189808031,2.4443938123404467,4.635167739686081
4.824124148870225,5.610234030370659,4.295998778208682,2.695672016536275,7.8584447233567785,5.292398835390356,6.662352095566229,6.6812259050128615,6.232855327970476,4.473116462167857
5.44619443228476,4.580572222387874,5.026185630110692,3.2332161808897775,4.732039223874496,4.854787146917615,4.787002548202873,4.586014251249595,3.684196727142713,6.244524087257597
6.829487319869707,7.235061499109828,6.959168259798683,4.215605325963134,3.7982113941332383,3.9296310386153577,4.549681594427856,2.519233621030625,4.539991183977318,6.699420329573733
5.1385775806166345,4.158791229049809,6.058185188316736,5.315845739574286,6.735645010522642,5.505709482596811,4.879427404166066,5.581538636333895,5.451836505936555,5.032062753291652
4.359484360986889,3.9055174159701522,4.878754911565414,5.004676882016555,5.1001686992902435,4.827388780024511,5.427224595886795,3.2770699265353045,3.707484804431722,3.3604373317998264
2.5433135164665934,6.3160166495071906,3.676141568888646,5.458127668357745,7.157674243260827,2.985245815765992,6.70290892615799,5.238328423879047,3.6160894451085355,7.962800029092351
5.644183950542604,6.305558613787861,5.593993749722683,6.998280748524444,4.224852816181624,4.562019906289312,4.789231654945089,5.733580918317474,5.976416514878927,2.820354271195733
